key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall,latitude,longitude,elevation,area,gdp,gdp_per_capita,population,life_expectancy,human_development_index,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
AT_11,Q43210,nuts/AT11,AT,Austria,11,Burgenland,,,AT,AUT,1,2020-05-21,0,0,,76,336,11,,10958,,,,,,,47.5,16.416667,333,3962,,,291023,,,,,,,,,,,,,,,,,,,,
AT_12,Q42497,nuts/AT12,AT,Austria,12,Niederösterreich,,,AT,AUT,1,2020-05-21,7,0,,1032,2806,99,,52614,,,,,,,48.333333,15.75,279,19186,,,1653419,,,,,,,,,,,,,,,,,,,,
AT_13,Q1741,nuts/AT13,AT,Austria,13,Wien,,,AT,AUT,1,2020-05-21,26,0,,2032,3014,144,,90228,,,,,,,48.20833,16.373064,151,415,,,1794770,,,,,,,,,,,,,,,,,,,,
AT_21,Q37985,nuts/AT21,AT,Austria,21,Kärnten,,,AT,AUT,1,2020-05-21,0,0,,147,411,13,,14910,,,,,,,46.761111,13.818889,1449,9536,,,560300,,,,,,,,,,,,,,,,,,,,
AT_22,Q41358,nuts/AT22,AT,Austria,22,Steiermark,,,AT,AUT,1,2020-05-21,2,0,,1106,1833,142,,44061,,,,,,,47.25,15.166667,200,16401,,,1231865,,,,,,,,,,,,,,,,,,,,
AT_31,Q41967,nuts/AT31,AT,Austria,31,Oberösterreich,,,AT,AUT,1,2020-05-21,2,0,,745,2286,60,,54982,,,,,,,48.2,14,343,11982,,,1453733,,,,,,,,,,,,,,,,,,,,
AT_32,Q43325,nuts/AT32,AT,Austria,32,Salzburg,,,AT,AUT,1,2020-05-21,0,0,,133,1220,38,,31329,,,,,,,47.766944,13.364167,827,7156,,,545742,,,,,,,,,,,,,,,,,,,,
AT_33,Q42880,nuts/AT33,AT,Austria,33,Tirol,,,AT,AUT,1,2020-05-21,2,0,,443,3534,107,,67834,,,,,,,47.266667,11.4,605,12648,,,739002,,,,,,,,,,,,,,,,,,,,
AT_34,Q38981,nuts/AT34,AT,Austria,34,Vorarlberg,,,AT,AUT,1,2020-05-21,1,0,,301,895,19,,18691,,,,,,,47.243611,9.893889,1063,2601,,,388711,,,,,,,,,,,,,,,,,,,,
AU_ACT,Q3258,,AU,Australia,ACT,Australian Capital Territory,,,AU,AUS,1,2020-05-21,0,0,0,311,107,3,104,15023,,,,,,,-35.45,148.98056,892,2358,,,385600,,,,,,,,,,,,,,,,,,,,
AU_NSW,Q3224,,AU,Australia,NSW,New South Wales,,,AU,AUS,1,2020-05-21,1,0,17,9734,3082,47,2648,394012,,,,,,,-32,147,160,801150,,,7500600,,,,,,,,,,,,,,,,,,,,
AU_NT,Q3235,,AU,Australia,NT,Northern Territory,,,AU,AUS,1,2020-05-21,0,0,1,136,29,0,30,6809,,,,,,,-20,133,326,1347791,,,211945,,,,,,,,,,,,,,,,,,,,
AU_QLD,Q36074,,AU,Australia,QLD,Queensland,,,AU,AUS,1,2020-05-21,0,0,0,3317,1058,6,1040,166877,,,,,,,-20,143,744,1729742,,,4708500,,,,,,,,,,,,,,,,,,,,
AU_SA,Q35715,,AU,Australia,SA,South Australia,,,AU,AUS,1,2020-05-21,0,0,0,1692,439,4,435,85565,,,,,,,-30,135,162,984321,,,1682600,,,,,,,,,,,,,,,,,,,,
AU_TAS,Q34366,,AU,Australia,TAS,Tasmania,,,AU,AUS,1,2020-05-21,0,0,2,421,228,13,198,23448,,,,,,,-42,147,1009,68401,,,514700,,,,,,,,,,,,,,,,,,,,
AU_VIC,Q36687,,AU,Australia,VIC,Victoria,,,AU,AUS,1,2020-05-21,1,0,8,11401,1581,18,1473,378673,,,,,,,-37,144,236,227444,,,5821300,,,,,,,,,,,,,,,,,,,,
AU_WA,Q3206,,AU,Australia,WA,Western Australia,,,AU,AUS,1,2020-05-21,0,0,0,1818,557,9,545,71462,,,,,,,-26,121,536,2527013,,,2565600,,,,,,,,,,,,,,,,,,,,
CA,Q16,country/CAN,CA,Canada,,,,,CA,CAN,0,2020-05-21,453,32,415,-5392,80544,6062,41108,1369734,,,,,,,56,-109,,9984670,4.1093454E+10,2294,35158300,80,0.827,,,,,,,,,,,,,,,,,,
CA_AB,Q1951,,CA,Canada,AB,Alberta,,,CA,CAN,1,2020-05-21,19,0,53,0,6735,128,5637,203397,,,,,,,55,-115,,661848,,,4067175,,,,,,,,,,,,,,,,,,,,
CA_BC,Q1974,,CA,Canada,BC,British Columbia,,,CA,CAN,1,2020-05-21,0,0,0,1168,2467,149,2001,108320,,,,,,,54.5,-124.5,,944735,,,4659272,,,,,,,,,,,,,,,,,,,,
CA_MB,Q1948,,CA,Canada,MB,Manitoba,,,CA,CAN,1,2020-05-21,0,0,3,590,279,7,260,35723,,,,,,,55,-97,,647797,,,1289792,,,,,,,,,,,,,,,,,,,,
CA_NB,Q1965,,CA,Canada,NB,New Brunswick,,,CA,CAN,1,2020-05-21,0,0,0,359,120,0,120,20104,,,,,,,46.6,-66,,72908,,,754260,,,,,,,,,,,,,,,,,,,,
CA_NL,Q2003,,CA,Canada,NL,Newfoundland and Labrador,,,CA,CAN,1,2020-05-21,0,0,3,126,260,3,253,10967,,,,,,,53,-60,,405212,,,526329,,,,,,,,,,,,,,,,,,,,
CA_NS,Q1952,,CA,Canada,NS,Nova Scotia,,,CA,CAN,1,2020-05-21,0,0,0,343,1045,57,956,38275,,,,,,,45,-63,,55283,,,943575,,,,,,,,,,,,,,,,,,,,
CA_NT,Q2007,,CA,Canada,NT,Northwest Territories,,,CA,CAN,1,2020-05-21,0,0,0,-3,5,0,5,1887,,,,,,,66,-119,,1346106,,,43595,,,,,,,,,,,,,,,,,,,,
CA_NU,Q2023,,CA,Canada,NU,Nunavut,,,CA,CAN,1,2020-05-21,0,0,0,9,0,0,0,685,,,,,,,70,-90,,2038722,,,38243,,,,,,,,,,,,,,,,,,,,
CA_ON,Q1904,,CA,Canada,ON,Ontario,,,CA,CAN,1,2020-05-21,413,31,319,-8384,24187,1993,18509,558792,,,,,,,50,-85,,1076395,,,13733544,,,,,,,,,,,,,,,,,,,,
CA_PE,Q1979,,CA,Canada,PE,Prince Edward Island,,,CA,CAN,1,2020-05-21,0,0,0,0,27,0,27,4951,,,,,,,46.25,-63,,5620,,,146455,,,,,,,,,,,,,,,,,,,,
CA_QC,Q176,,CA,Canada,QC,Quebec,,,CA,CAN,1,2020-05-21,0,0,0,0,44775,3718,12822,346684,,,,,,,52,-72,,1542056,,,7903001,,,,,,,,,,,,,,,,,,,,
CA_SK,Q1989,,CA,Canada,SK,Saskatchewan,,,CA,CAN,1,2020-05-21,21,1,24,400,620,7,494,38732,,,,,,,55,-106,,651900,,,1132640,,,,,,,,,,,,,,,,,,,,
CA_YT,Q2009,,CA,Canada,YT,Yukon,,,CA,CAN,1,2020-05-21,0,0,0,0,11,0,11,1141,,,,,,,60.72086,-135.05323,,482443,,,36589,,,,,,,,,,,,,,,,,,,,
CH_BE,Q11911,nuts/CH021,CH,Switzerland,BE,Bern,,,CH,CHE,1,2020-05-21,2,0,,,1869,96,,,,,,,,,46.833333,7.616667,542,5959,,,1034977,,,,,,,,,,,,,,,,,,,,
CH_BL,Q12146,nuts/CH032,CH,Switzerland,BL,Basel-Landschaft,,,CH,CHE,1,2020-05-21,0,0,0,,838,35,798,,,,,,,,47.463056,7.755833,327,518,,,288132,,,,,,,,,,,,,,,,,,,,
CH_SO,Q11929,nuts/CH023,CH,Switzerland,SO,Solothurn,,,CH,CHE,1,2020-05-21,3,0,,,439,16,,,,,,,,,47.15,7.633333,432,790,,,273194,,,,,,,,,,,,,,,,,,,,
CH_SZ,Q12433,nuts/CH063,CH,Switzerland,SZ,Schwyz,,,CH,CHE,1,2020-05-21,0,0,1,0,307,23,283,,,,,,,,47.066667,8.75,516,908,,,159165,,,,,,,,,,,,,,,,,,,,
CZ_10,Q1085,nuts/CZ010,CZ,Czech Republic,10,Hlavní město Praha,,,CZ,CZE,1,2020-05-21,1,,,,2005,,,,,,,,,,50.083333,14.416667,235,496,3.7673E+10,,1267449,,,,,,,,,,,,,,,,,,,,
CZ_20,Q188399,nuts/CZ020,CZ,Czech Republic,20,Středočeský kraj,,,CZ,CZE,1,2020-05-21,2,,,,1038,,,,,,,,,,49.966667,14.5,342,10928,,,1315299,,,,,,,,,,,,,,,,,,,,
CZ_31,Q188373,nuts/CZ031,CZ,Czech Republic,31,Jihočeský kraj,,,CZ,CZE,1,2020-05-21,1,,,,182,,,,,,,,,,49.083333,14.666667,479,10058,,,637834,,,,,,,,,,,,,,,,,,,,
CZ_32,Q46070,nuts/CZ032,CZ,Czech Republic,32,Plzeňský kraj,,,CZ,CZE,1,2020-05-21,2,,,,659,,,,,,,,,,49.7,13.2,465,7649,,,576635,,,,,,,,,,,,,,,,,,,,
CZ_41,Q191091,nuts/CZ041,CZ,Czech Republic,41,Karlovarský kraj,,,CZ,CZE,1,2020-05-21,0,,,,446,,,,,,,,,,50.2,12.7,447,3310,,,297804,,,,,,,,,,,,,,,,,,,,
CZ_42,Q192702,nuts/CZ042,CZ,Czech Republic,42,Ústecký kraj,,,CZ,CZE,1,2020-05-21,1,,,,532,,,,,,,,,,50.5,13.85,530,5339,,,822850,,,,,,,,,,,,,,,,,,,,
CZ_51,Q193266,nuts/CZ051,CZ,Czech Republic,51,Liberecký kraj,,,CZ,CZE,1,2020-05-21,0,,,,200,,,,,,,,,,50.7,15,555,3163,,,439639,,,,,,,,,,,,,,,,,,,,
CZ_52,Q193295,nuts/CZ052,CZ,Czech Republic,52,Královéhradecký kraj,,,CZ,CZE,1,2020-05-21,0,,,,196,,,,,,,,,,50.4,15.8,304,4759,,,551421,,,,,,,,,,,,,,,,,,,,
CZ_53,Q193317,nuts/CZ053,CZ,Czech Republic,53,Pardubický kraj,,,CZ,CZE,1,2020-05-21,0,,,,285,,,,,,,,,,49.9,16.2,490,4519,,,516149,,,,,,,,,,,,,,,,,,,,
CZ_63,Q190930,nuts/CZ063,CZ,Czech Republic,63,Kraj Vysočina,,,CZ,CZE,1,2020-05-21,0,,,,182,,,,,,,,,,49.4,15.7,528,6796,,,509475,,,,,,,,,,,,,,,,,,,,
CZ_64,Q192697,nuts/CZ064,CZ,Czech Republic,64,Jihomoravský kraj,,,CZ,CZE,1,2020-05-21,0,,,,515,,,,,,,,,,49.1,16.6,212,7195,,,1175023,,,,,,,,,,,,,,,,,,,,
CZ_71,Q193307,nuts/CZ071,CZ,Czech Republic,71,Olomoucký kraj,,,CZ,CZE,1,2020-05-21,0,,,,732,,,,,,,,,,49.716667,17.1,234,5272,,,634720,,,,,,,,,,,,,,,,,,,,
CZ_72,Q192536,nuts/CZ072,CZ,Czech Republic,72,Zlínský kraj,,,CZ,CZE,1,2020-05-21,8,,,,354,,,,,,,,,,49.2,17.7,424,3963,,,584676,,,,,,,,,,,,,,,,,,,,
CZ_80,Q190550,nuts/CZ080,CZ,Czech Republic,80,Moravskoslezský kraj,,,CZ,CZE,1,2020-05-21,12,,,,1330,,,,,,,,,,49.8,18,448,5431,,,1213311,,,,,,,,,,,,,,,,,,,,
FJ,Q712,country/FJI,FJ,Fiji,,,,,FJ,FJI,0,2020-05-21,0,0,,,18,0,,,,,,,,,-18,178,,18274,1.1232842E+08,285,393383,67.365,0.578,,,,,,,,,,,,,,,,,,
GB,Q145,country/GBR,GB,United Kingdom,,,,,GB,GBR,0,2020-05-21,0,338,,0,,36042,,,,,,,,,54.6,-2,,242495,7.2328047E+10,1380,63181775,77.39024,0.738,,,,,,,,,,,,,,,,,,
GB_ENG,Q21,,GB,United Kingdom,ENG,England,,,GB,GBR,1,2020-05-21,0,274,,,,32117,,,,,,,,,53,-1,,130278,2.2862952E+12,40000,53012456,,,,,,,,,,,,,,,,,,,,
GB_NIR,Q26,nuts/UKN,GB,United Kingdom,NIR,Northern Ireland,,,GB,GBR,1,2020-05-21,0,3,,0,,501,,,,,,,,,54.683333,-6.75,,14130,,,1852168,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000001,Q4777347,,GB,United Kingdom,NIR,Northern Ireland,N09000001,Antrim and Newtownabbey,GB,GBR,2,2020-05-21,0,,,,370,,,,,,,,,,54.7167,-6.21667,,572,,,142492,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000002,Q4792580,,GB,United Kingdom,NIR,Northern Ireland,N09000002,"Armagh, Banbridge and Craigavon",GB,GBR,2,2020-05-21,6,,,,487,,,,,,,,,,54.351,-6.492,,1337,,,214090,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000003,Q1140130,nuts/UKN01,GB,United Kingdom,NIR,Northern Ireland,N09000003,Belfast,GB,GBR,2,2020-05-21,4,,,,1294,,,,,,,,,,54.593889,-5.929444,,132,,,341877,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000004,Q5054638,,GB,United Kingdom,NIR,Northern Ireland,N09000004,Causeway Coast and Glens,GB,GBR,2,2020-05-21,3,,,,189,,,,,,,,,,55.203,-6.5,,1980,,,144246,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000005,Q15213714,,GB,United Kingdom,NIR,Northern Ireland,N09000005,Derry and Strabane,GB,GBR,2,2020-05-21,0,,,,163,,,,,,,,,,54.927,-7.424,,1238,,,150679,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000006,Q5444365,,GB,United Kingdom,NIR,Northern Ireland,N09000006,Fermanagh and Omagh,GB,GBR,2,2020-05-21,1,,,,80,,,,,,,,,,54.545,-7.494,,2857,,,116835,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000007,Q6558667,,GB,United Kingdom,NIR,Northern Ireland,N09000007,Lisburn and Castlereagh,GB,GBR,2,2020-05-21,4,,,,425,,,,,,,,,,54.523,-5.973,,505,,,144381,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000008,Q6841059,,GB,United Kingdom,NIR,Northern Ireland,N09000008,Mid and East Antrim,GB,GBR,2,2020-05-21,1,,,,293,,,,,,,,,,54.828,-6.078,,1046,,,138773,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000009,Q6840825,,GB,United Kingdom,NIR,Northern Ireland,N09000009,Mid Ulster,GB,GBR,2,2020-05-21,4,,,,215,,,,,,,,,,54.668,-6.679,,1827,,,147392,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000010,Q15262186,,GB,United Kingdom,NIR,Northern Ireland,N09000010,"Newry, Mourne and Down",GB,GBR,2,2020-05-21,7,,,,269,,,,,,,,,,54.111,-6.161,,1633,,,180012,,,,,,,,,,,,,,,,,,,,
GB_NIR_N09000011,Q7055155,,GB,United Kingdom,NIR,Northern Ireland,N09000011,North Down and Ards,GB,GBR,2,2020-05-21,10,,,,336,,,,,,,,,,54.562,-5.637,,461,,,160864,,,,,,,,,,,,,,,,,,,,
GB_SCT,Q22,nuts/UKM,GB,United Kingdom,SCT,Scotland,,,GB,GBR,1,2020-05-21,105,37,,2579,14856,2221,,95173,,,,,,,57,-5,,78782,2.37618E+11,43740,5404700,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000015,,,GB,United Kingdom,SCT,Scotland,S08000015,Ayrshire and Arran,GB,GBR,2,2020-05-21,8,,,,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000016,,,GB,United Kingdom,SCT,Scotland,S08000016,Borders,GB,GBR,2,2020-05-21,0,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000017,,,GB,United Kingdom,SCT,Scotland,S08000017,Dumfries and Galloway,GB,GBR,2,2020-05-21,0,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000019,,,GB,United Kingdom,SCT,Scotland,S08000019,Forth Valley,GB,GBR,2,2020-05-21,2,,,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000020,,,GB,United Kingdom,SCT,Scotland,S08000020,Grampian,GB,GBR,2,2020-05-21,2,,,,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000022,,,GB,United Kingdom,SCT,Scotland,S08000022,Highland,GB,GBR,2,2020-05-21,0,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000024,,,GB,United Kingdom,SCT,Scotland,S08000024,Lothian,GB,GBR,2,2020-05-21,27,,,,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000025,,,GB,United Kingdom,SCT,Scotland,S08000025,Orkney,GB,GBR,2,2020-05-21,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000026,,,GB,United Kingdom,SCT,Scotland,S08000026,Shetland,GB,GBR,2,2020-05-21,0,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000028,,,GB,United Kingdom,SCT,Scotland,S08000028,Western Isles,GB,GBR,2,2020-05-21,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000029,,,GB,United Kingdom,SCT,Scotland,S08000029,Fife,GB,GBR,2,2020-05-21,0,,,,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000030,,,GB,United Kingdom,SCT,Scotland,S08000030,Tayside,GB,GBR,2,2020-05-21,15,,,,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000031,,,GB,United Kingdom,SCT,Scotland,S08000031,Greater Glasgow and Clyde,GB,GBR,2,2020-05-21,26,,,,3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB_SCT_S08000032,,,GB,United Kingdom,SCT,Scotland,S08000032,Lanarkshire,GB,GBR,2,2020-05-21,25,,,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,Q769,country/GRD,GD,Grenada,,,,,GD,GRD,0,2020-05-21,0,0,,,22,0,,,,,,,,,12.116667,-61.666667,,348,9.1180379E+08,792,89861,70.131,0.737,,,,,,,,,,,,,,,,,,
ID_AC,Q1823,,ID,Indonesia,AC,Aceh,,,ID,IDN,1,2020-05-21,0,,,,18,,,,,,,,,,4.3,96.9,125,57956,,,5066831,,,,,,,,,,,,,,,,,,,,
ID_BA,Q3125978,,ID,Indonesia,BA,Bali,,,ID,IDN,1,2020-05-21,3,,,,374,,,,,,,,,,-8.5,115,73,5780,,,4230051,,,,,,,,,,,,,,,,,,,,
ID_BB,Q1866,,ID,Indonesia,BB,Bangka Belitung Islands,,,ID,IDN,1,2020-05-21,1,,,,36,,,,,,,,,,-2.133333,106.11667,8,16424,,,1372813,,,,,,,,,,,,,,,,,,,,
ID_BE,Q1890,,ID,Indonesia,BE,Bengkulu,,,ID,IDN,1,2020-05-21,2,,,,69,,,,,,,,,,-3.8,102.25,100,19789,,,1828291,,,,,,,,,,,,,,,,,,,,
ID_BT,Q3540,,ID,Indonesia,BT,Banten,,,ID,IDN,1,2020-05-21,54,,,,753,,,,,,,,,,-6.5,106.25,99,9663,,,11834087,,,,,,,,,,,,,,,,,,,,
ID_GO,Q5067,,ID,Indonesia,GO,Gorontalo,,,ID,IDN,1,2020-05-21,16,,,,44,,,,,,,,,,0.666667,123,43,12215,,,,,,,,,,,,,,,,,,,,,,,
ID_JA,Q2051,,ID,Indonesia,JA,Jambi,,,ID,IDN,1,2020-05-21,0,,,,89,,,,,,,,,,-1.583333,103.61667,69,50058,,,,,,,,,,,,,,,,,,,,,,,
ID_JB,Q3724,,ID,Indonesia,JB,West Java,,,ID,IDN,1,2020-05-21,86,,,,1962,,,,,,,,,,-6.75,107.5,881,35378,,,,,,,,,,,,,,,,,,,,,,,
ID_JI,Q3586,,ID,Indonesia,JI,East Java,,,ID,IDN,1,2020-05-21,502,,,,2998,,,,,,,,,,-7.939167,112.95278,1554,47800,,,,,,,,,,,,,,,,,,,,,,,
ID_JK,Q3630,,ID,Indonesia,JK,Jakarta,,,ID,IDN,1,2020-05-21,65,,,,6301,,,,,,,,,,-6.21462,106.84513,8,662,,,9607787,,,,,,,,,,,,,,,,,,,,
ID_JT,Q3557,,ID,Indonesia,JT,Central Java,,,ID,IDN,1,2020-05-21,25,,,,1217,,,,,,,,,,-7.5,110,561,32801,,,34897757,,,,,,,,,,,,,,,,,,,,
ID_KB,Q3916,,ID,Indonesia,KB,West Kalimantan,,,ID,IDN,1,2020-05-21,1,,,,133,,,,,,,,,,0,110.5,33,147307,,,,,,,,,,,,,,,,,,,,,,,
ID_KI,Q3899,,ID,Indonesia,KI,East Kalimantan,,,ID,IDN,1,2020-05-21,2,,,,266,,,,,,,,,,1.05,116.31667,69,129067,,,,,,,,,,,,,,,,,,,,,,,
ID_KR,Q2223,,ID,Indonesia,KR,Riau Islands,,,ID,IDN,1,2020-05-21,0,,,,140,,,,,,,,,,0.9,104.45,,21992,,,,,,,,,,,,,,,,,,,,,,,
ID_KS,Q3906,,ID,Indonesia,KS,South Kalimantan,,,ID,IDN,1,2020-05-21,10,,,,557,,,,,,,,,,-2.5,115.5,35,38744,,,,,,,,,,,,,,,,,,,,,,,
ID_KT,Q3891,,ID,Indonesia,KT,Central Kalimantan,,,ID,IDN,1,2020-05-21,13,,,,254,,,,,,,,,,-2.216667,113.91667,42,153564,,,,,,,,,,,,,,,,,,,,,,,
ID_KU,Q3903,,ID,Indonesia,KU,North Kalimantan,,,ID,IDN,1,2020-05-21,2,,,,162,,,,,,,,,,3.415083,116.46333,79,72275,,,628331,,,,,,,,,,,,,,,,,,,,
ID_LA,Q2110,,ID,Indonesia,LA,Lampung,,,ID,IDN,1,2020-05-21,16,,,,101,,,,,,,,,,-5.45,105.26667,58,35376,,,7972246,,,,,,,,,,,,,,,,,,,,
ID_MA,Q5093,,ID,Indonesia,MA,Maluku,,,ID,IDN,1,2020-05-21,11,,,,135,,,,,,,,,,-3.705,128.17,725,46914,,,,,,,,,,,,,,,,,,,,,,,
ID_MU,Q5094,,ID,Indonesia,MU,North Maluku,,,ID,IDN,1,2020-05-21,1,,,,97,,,,,,,,,,0.783333,127.36667,,31982,,,,,,,,,,,,,,,,,,,,,,,
ID_NB,Q5062,,ID,Indonesia,NB,West Nusa Tenggara,,,ID,IDN,1,2020-05-21,17,,,,410,,,,,,,,,,-8.583333,116.11667,690,19709,,,4702389,,,,,,,,,,,,,,,,,,,,
ID_NT,Q5061,,ID,Indonesia,NT,East Nusa Tenggara,,,ID,IDN,1,2020-05-21,3,,,,79,,,,,,,,,,-10.183333,123.58333,349,48718,,,5070746,,,,,,,,,,,,,,,,,,,,
ID_PA,Q5095,,ID,Indonesia,PA,Papua,,,ID,IDN,1,2020-05-21,1,,,,410,,,,,,,,,,-2.533331,140.71694,32,319036,,,,,,,,,,,,,,,,,,,,,,,
ID_PB,Q5096,,ID,Indonesia,PB,West Papua,,,ID,IDN,1,2020-05-21,4,,,,110,,,,,,,,,,-1.801389,133.67056,16,140376,,,,,,,,,,,,,,,,,,,,,,,
ID_RI,Q2175,,ID,Indonesia,RI,Riau,,,ID,IDN,1,2020-05-21,1,,,,108,,,,,,,,,,0.533333,101.45,10,75569,,,6344402,,,,,,,,,,,,,,,,,,,,
ID_SA,Q5068,,ID,Indonesia,SA,North Sulawesi,,,ID,IDN,1,2020-05-21,28,,,,180,,,,,,,,,,1.25,124.83333,886,15359,,,,,,,,,,,,,,,,,,,,,,,
ID_SB,Q2772,,ID,Indonesia,SB,West Sumatra,,,ID,IDN,1,2020-05-21,8,,,,436,,,,,,,,,,-1,100.5,1250,42012,,,5131882,,,,,,,,,,,,,,,,,,,,
ID_SG,Q5075,,ID,Indonesia,SG,Southeast Sulawesi,,,ID,IDN,1,2020-05-21,0,,,,202,,,,,,,,,,-3.95,122.5,61,38067,,,,,,,,,,,,,,,,,,,,,,,
ID_SN,Q5078,,ID,Indonesia,SN,South Sulawesi,,,ID,IDN,1,2020-05-21,34,,,,1135,,,,,,,,,,-4.333333,120.25,15,46717,,,,,,,,,,,,,,,,,,,,,,,
