key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall,latitude,longitude,elevation,area,gdp,gdp_per_capita,population,life_expectancy,human_development_index,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
ID_SR,Q5082,,ID,Indonesia,SR,West Sulawesi,,,ID,IDN,1,2020-05-21,8,,,,86,,,,,,,,,,-2.683333,118.9,121,16787,,,,,,,,,,,,,,,,,,,,,,,
ID_SS,Q2271,,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,2020-05-21,28,,,,674,,,,,,,,,,-2.75,103.83333,28,91592,,,10675862,,,,,,,,,,,,,,,,,,,,
ID_ST,Q5065,,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,2020-05-21,2,,,,117,,,,,,,,,,-1,121,570,61841,,,2633420,,,,,,,,,,,,,,,,,,,,
ID_SU,Q2140,,ID,Indonesia,SU,North Sumatra,,,ID,IDN,1,2020-05-21,23,,,,273,,,,,,,,,,2,99,1024,72981,,,13527937,,,,,,,,,,,,,,,,,,,,
ID_YO,Q3741,,ID,Indonesia,YO,Yogyakarta,,,ID,IDN,1,2020-05-21,6,,,,215,,,,,,,,,,-7.801389,110.36444,154,3133,,,3542078,,,,,,,,,,,,,,,,,,,,
IT,Q38,country/ITA,IT,Italy,,,,,IT,ITA,0,2020-05-21,665,161,,,227364,32330,,,,,,,,,42.5,12.5,,301338,4.0385288E+10,804,50199700,79.42439,0.722,,,,,,,,,,,,,,,,,,
JP_01,Q35581,,JP,Japan,01,Hokkaido,,,JP,JPN,1,2020-05-21,5,1,,,1012,78,,,,,,,,,43,142,2290,77985,,,5273681,,,,,,,,,,,,,,,,,,,,
JP_11,Q128186,,JP,Japan,11,Saitama,,,JP,JPN,1,2020-05-21,1,,,,993,46,,,,,,,,,35.95,139.55,,3798,,,7194556,,,,,,,,,,,,,,,,,,,,
JP_12,Q80011,,JP,Japan,12,Chiba,,,JP,JPN,1,2020-05-21,3,2,,,898,44,,,,,,,,,35.605,140.12333,,5156,,,6279026,,,,,,,,,,,,,,,,,,,,
JP_13,Q1490,,JP,Japan,13,Tokyo,,,JP,JPN,1,2020-05-21,11,9,,,5086,256,,,,,,,,,35.689722,139.69222,6,2188,,,13942856,,,,,,,,,,,,,,,,,,,,
JP_14,Q127513,,JP,Japan,14,Kanagawa,,,JP,JPN,1,2020-05-21,10,2,,,1312,71,,,,,,,,,35.447508,139.64234,,2416,,,9048331,,,,,,,,,,,,,,,,,,,,
JP_17,Q131281,,JP,Japan,17,Ishikawa,,,JP,JPN,1,2020-05-21,2,,,,292,22,,,,,,,,,36.633333,136.65,,4185,,,1137181,,,,,,,,,,,,,,,,,,,,
JP_22,Q131320,,JP,Japan,22,Shizuoka,,,JP,JPN,1,2020-05-21,1,,,,74,1,,,,,,,,,34.916389,138.31639,,7780,,,3639226,,,,,,,,,,,,,,,,,,,,
JP_27,Q122723,,JP,Japan,27,Osaka,,,JP,JPN,1,2020-05-21,3,,,,1780,76,,,,,,,,,34.686389,135.52,,1899,,,8823453,,,,,,,,,,,,,,,,,,,,
JP_38,Q123376,,JP,Japan,38,Ehime,,,JP,JPN,1,2020-05-21,1,1,,,75,4,,,,,,,,,33.841611,132.76567,,5676,,,1338811,,,,,,,,,,,,,,,,,,,,
MY_01,Q183032,,MY,Malaysia,01,Johor,,,MY,MYS,1,2020-05-21,0,0,,,669,1,,,,,,,,,1.487222,103.78111,1276,19210,,,3348283,,,,,,,,,,,,,,,,,,,,
MY_02,Q188947,,MY,Malaysia,02,Kedah,,,MY,MYS,1,2020-05-21,0,0,,,96,1,,,,,,,,,6.128333,100.36278,,9427,,,1890098,,,,,,,,,,,,,,,,,,,,
MY_03,Q185944,,MY,Malaysia,03,Kelantan,,,MY,MYS,1,2020-05-21,0,0,,,156,1,,,,,,,,,5.25,102,,15099,,,1459994,,,,,,,,,,,,,,,,,,,,
MY_04,Q185221,,MY,Malaysia,04,Malacca,,,MY,MYS,1,2020-05-21,0,0,,,215,1,,,,,,,,,2.2,102.251,,1720,,,788706,,,,,,,,,,,,,,,,,,,,
MY_05,Q213893,,MY,Malaysia,05,Negeri Sembilan,,,MY,MYS,1,2020-05-21,2,1,,,778,2,,,,,,,,,2.75,102.25,,6686,,,997071,,,,,,,,,,,,,,,,,,,,
MY_06,Q191346,,MY,Malaysia,06,Pahang,,,MY,MYS,1,2020-05-21,1,-1,,,339,1,,,,,,,,,3.75,102.5,,35964,,,1443365,,,,,,,,,,,,,,,,,,,,
MY_07,Q188096,,MY,Malaysia,07,Penang,,,MY,MYS,1,2020-05-21,0,0,,,121,2,,,,,,,,,5.383331,100.25,,1031,,,1889839,,,,,,,,,,,,,,,,,,,,
MY_08,Q188953,,MY,Malaysia,08,Perak,,,MY,MYS,1,2020-05-21,0,0,,,255,2,,,,,,,,,4.75,101,,21035,,,2258428,,,,,,,,,,,,,,,,,,,,
MY_09,Q213467,,MY,Malaysia,09,Perlis,,,MY,MYS,1,2020-05-21,0,0,,,18,1,,,,,,,,,6.5,100.25,,821,,,227025,,,,,,,,,,,,,,,,,,,,
MY_10,Q189710,,MY,Malaysia,10,Selangor,,,MY,MYS,1,2020-05-21,8,-7,,,1673,8,,,,,,,,,3.333333,101.5,,8104,,,5411324,,,,,,,,,,,,,,,,,,,,
MY_11,Q189701,,MY,Malaysia,11,Terengganu,,,MY,MYS,1,2020-05-21,0,0,,,111,1,,,,,,,,,4.75,103,,12955,,,1015776,,,,,,,,,,,,,,,,,,,,
MY_12,Q179029,,MY,Malaysia,12,Sabah,,,MY,MYS,1,2020-05-21,0,0,,,338,1,,,,,,,,,5.25,117,4095,76115,,,3117405,,,,,,,,,,,,,,,,,,,,
MY_13,Q170462,,MY,Malaysia,13,Sarawak,,,MY,MYS,1,2020-05-21,0,0,,,544,1,,,,,,,,,3.038056,113.78111,2423,124450,,,2420009,,,,,,,,,,,,,,,,,,,,
MY_14,Q1865,,MY,Malaysia,14,Kuala Lumpur,,,MY,MYS,1,2020-05-21,39,29,,,1637,39,,,,,,,,,3.147778,101.69528,66,244,,,1588750,,,,,,,,,,,,,,,,,,,,
MY_15,Q214504,,MY,Malaysia,15,Labuan,,,MY,MYS,1,2020-05-21,0,0,,,16,1,,,,,,,,,5.3,115.22,,92,,,83920,,,,,,,,,,,,,,,,,,,,
MY_16,Q182378,,MY,Malaysia,16,Putrajaya,,,MY,MYS,1,2020-05-21,0,0,,,93,2,,,,,,,,,2.93,101.69,,49000000,,,67964,,,,,,,,,,,,,,,,,,,,
"NA",Q1030,country/NAM,"NA",Namibia,,,,,"NA",NAM,0,2020-05-21,0,0,,,16,0,,,,,,,,,-23,17,,825615,2.434885E+09,2391,602545,56.533,0.578,,,,,,,,,,,,,,,,,,
NL_DR,Q772,nuts/NL13,NL,Netherlands,DR,Drenthe,,,NL,NLD,1,2020-05-21,0,0,,,501,40,,,,,,,,,52.9167,6.5833,,2680,,,488988,,,,,,,,,,,,,,,,,,,,
NL_DR_0106,Q798,,NL,Netherlands,DR,Drenthe,0106,Assen,NL,NLD,2,2020-05-21,0,0,,,42,2,,,,,,,,,53,6.55,10,83,,,67329,,,,,,,,,,,,,,,,,,,,
NL_DR_0109,Q60453,,NL,Netherlands,DR,Drenthe,0109,Coevorden,NL,NLD,2,2020-05-21,0,0,,,56,2,,,,,,,,,52.666667,6.75,12,300,,,35354,,,,,,,,,,,,,,,,,,,,
NL_DR_0114,Q14641,,NL,Netherlands,DR,Drenthe,0114,Emmen,NL,NLD,2,2020-05-21,0,0,,,102,11,,,,,,,,,52.783333,6.9,23,346,,,107620,,,,,,,,,,,,,,,,,,,,
NL_DR_0118,Q208012,,NL,Netherlands,DR,Drenthe,0118,Hoogeveen,NL,NLD,2,2020-05-21,0,0,,,90,8,,,,,,,,,52.716667,6.466667,12,192,,,55224,,,,,,,,,,,,,,,,,,,,
NL_DR_0119,Q60425,,NL,Netherlands,DR,Drenthe,0119,Meppel,NL,NLD,2,2020-05-21,0,0,,,34,4,,,,,,,,,52.703333,6.191667,,,,,32860,,,,,,,,,,,,,,,,,,,,
NL_DR_1680,Q300665,,NL,Netherlands,DR,Drenthe,1680,Aa en Hunze,NL,NLD,2,2020-05-21,0,0,,,14,0,,,,,,,,,53,6.75,20,279,,,25263,,,,,,,,,,,,,,,,,,,,
NL_DR_1681,Q835118,,NL,Netherlands,DR,Drenthe,1681,Borger-Odoorn,NL,NLD,2,2020-05-21,0,0,,,9,3,,,,,,,,,52.8667,6.85,23,,,,25369,,,,,,,,,,,,,,,,,,,,
NL_DR_1690,Q835108,,NL,Netherlands,DR,Drenthe,1690,De Wolden,NL,NLD,2,2020-05-21,0,0,,,44,5,,,,,,,,,52.6667,6.4167,,,,,23729,,,,,,,,,,,,,,,,,,,,
NL_DR_1699,Q835083,,NL,Netherlands,DR,Drenthe,1699,Noordenveld,NL,NLD,2,2020-05-21,0,0,,,18,1,,,,,,,,,53.1333,6.4167,3,,,,31043,,,,,,,,,,,,,,,,,,,,
NL_DR_1701,Q747920,,NL,Netherlands,DR,Drenthe,1701,Westerveld,NL,NLD,2,2020-05-21,0,0,,,32,4,,,,,,,,,52.7667,6.2333,,,,,18946,,,,,,,,,,,,,,,,,,,,
NL_DR_1730,Q840457,,NL,Netherlands,DR,Drenthe,1730,Tynaarlo,NL,NLD,2,2020-05-21,0,0,,,38,0,,,,,,,,,53.0667,6.5667,6,,,,32796,,,,,,,,,,,,,,,,,,,,
NL_DR_1731,Q835125,,NL,Netherlands,DR,Drenthe,1731,Midden-Drenthe,NL,NLD,2,2020-05-21,0,0,,,22,0,,,,,,,,,52.85,6.5,14,346,,,33449,,,,,,,,,,,,,,,,,,,,
NL_FL,Q707,nuts/NL23,NL,Netherlands,FL,Flevoland,,,NL,NLD,1,2020-05-21,5,0,,,893,82,,,,,,,,,52.533333,5.666667,,1419,,,399893,,,,,,,,,,,,,,,,,,,,
NL_FL_0034,Q83178,,NL,Netherlands,FL,Flevoland,0034,Almere,NL,NLD,2,2020-05-21,1,0,,,412,27,,,,,,,,,52.375833,5.225556,-3,249,,,198315,,,,,,,,,,,,,,,,,,,,
NL_FL_0050,Q184454,,NL,Netherlands,FL,Flevoland,0050,Zeewolde,NL,NLD,2,2020-05-21,1,0,,,43,5,,,,,,,,,52.333333,5.516667,2,269,,,22093,,,,,,,,,,,,,,,,,,,,
NL_FL_0171,Q69262,,NL,Netherlands,FL,Flevoland,0171,Noordoostpolder,NL,NLD,2,2020-05-21,0,0,,,80,9,,,,,,,,,52.71,5.705,-3,595,,,46432,,,,,,,,,,,,,,,,,,,,
NL_FL_0184,Q273746,,NL,Netherlands,FL,Flevoland,0184,Urk,NL,NLD,2,2020-05-21,1,0,,,79,4,,,,,,,,,52.665278,5.605833,0,110,,,19989,,,,,,,,,,,,,,,,,,,,
NL_FL_0303,Q328087,,NL,Netherlands,FL,Flevoland,0303,Dronten,NL,NLD,2,2020-05-21,1,0,,,115,11,,,,,,,,,52.524167,5.7125,-2,424,,,40616,,,,,,,,,,,,,,,,,,,,
NL_FL_0995,Q166065,,NL,Netherlands,FL,Flevoland,0995,Lelystad,NL,NLD,2,2020-05-21,1,0,,,164,26,,,,,,,,,52.516667,5.483333,-3,765,,,76810,,,,,,,,,,,,,,,,,,,,
NL_FR,Q770,nuts/NL12,NL,Netherlands,FR,Friesland,,,NL,NLD,1,2020-05-21,2,0,,,602,60,,,,,,,,,53.166667,5.669444,,5749,,,646317,,,,,,,,,,,,,,,,,,,,
NL_FR_0059,Q341024,,NL,Netherlands,FR,Friesland,0059,Achtkarspelen,NL,NLD,2,2020-05-21,0,0,,,11,0,,,,,,,,,53.216667,6.133333,2,104,,,28010,,,,,,,,,,,,,,,,,,,,
NL_FR_0060,Q208259,,NL,Netherlands,FR,Friesland,0060,Ameland,NL,NLD,2,2020-05-21,0,0,,,0,0,,,,,,,,,53.4503,5.7536,4,268,,,3655,,,,,,,,,,,,,,,,,,,,
NL_FR_0072,Q60475,,NL,Netherlands,FR,Friesland,0072,Harlingen,NL,NLD,2,2020-05-21,0,0,,,17,1,,,,,,,,,53.1736,5.4272,2,25,,,15822,,,,,,,,,,,,,,,,,,,,
NL_FR_0074,Q574558,,NL,Netherlands,FR,Friesland,0074,Heerenveen,NL,NLD,2,2020-05-21,1,0,,,91,19,,,,,,,,,52.9658,6.0503,1,188,,,50175,,,,,,,,,,,,,,,,,,,,
NL_FR_0080,Q25390,,NL,Netherlands,FR,Friesland,0080,Leeuwarden,NL,NLD,2,2020-05-21,0,0,,,58,6,,,,,,,,,53.2,5.783333,3,84,,,92146,,,,,,,,,,,,,,,,,,,,
NL_FR_0085,Q259205,,NL,Netherlands,FR,Friesland,0085,Ooststellingwerf,NL,NLD,2,2020-05-21,0,0,,,7,0,,,,,,,,,52.9875,6.2914,7,226,,,25573,,,,,,,,,,,,,,,,,,,,
NL_FR_0086,Q840632,,NL,Netherlands,FR,Friesland,0086,Opsterland,NL,NLD,2,2020-05-21,0,0,,,23,0,,,,,,,,,53.0036,6.0664,3,228,,,29836,,,,,,,,,,,,,,,,,,,,
NL_FR_0088,Q208011,,NL,Netherlands,FR,Friesland,0088,Schiermonnikoog,NL,NLD,2,2020-05-21,0,0,,,0,0,,,,,,,,,53.4892,6.2022,4,191,,,918,,,,,,,,,,,,,,,,,,,,
NL_FR_0090,Q507065,,NL,Netherlands,FR,Friesland,0090,Smallingerland,NL,NLD,2,2020-05-21,0,0,,,55,5,,,,,,,,,53.1,6.1,1,126,,,55443,,,,,,,,,,,,,,,,,,,,
NL_FR_0093,Q204412,,NL,Netherlands,FR,Friesland,0093,Terschelling,NL,NLD,2,2020-05-21,0,0,,,2,0,,,,,,,,,53.4011,5.3314,6,674,,,4874,,,,,,,,,,,,,,,,,,,,
NL_FR_0096,Q207851,,NL,Netherlands,FR,Friesland,0096,Vlieland,NL,NLD,2,2020-05-21,0,0,,,0,0,,,,,,,,,53.2583,4.9558,0,36,,,1139,,,,,,,,,,,,,,,,,,,,
NL_FR_0098,Q753913,,NL,Netherlands,FR,Friesland,0098,Weststellingwerf,NL,NLD,2,2020-05-21,0,0,,,28,4,,,,,,,,,52.883333,6,2,,,,25518,,,,,,,,,,,,,,,,,,,,
NL_FR_0737,Q840636,,NL,Netherlands,FR,Friesland,0737,Tytsjerksteradiel,NL,NLD,2,2020-05-21,0,0,,,15,1,,,,,,,,,53.2,6,1,,,,32059,,,,,,,,,,,,,,,,,,,,
NL_FR_1891,Q389213,,NL,Netherlands,FR,Friesland,1891,Dantumadiel,NL,NLD,2,2020-05-21,0,0,,,6,0,,,,,,,,,53.28,5.9831,2,88,,,19012,,,,,,,,,,,,,,,,,,,,
NL_FR_1900,Q1473276,,NL,Netherlands,FR,Friesland,1900,Súdwest-Fryslân,NL,NLD,2,2020-05-21,0,0,,,101,3,,,,,,,,,53,5.5444,2,842,,,84040,,,,,,,,,,,,,,,,,,,,
NL_FR_1940,Q2114866,,NL,Netherlands,FR,Friesland,1940,De Fryske Marren,NL,NLD,2,2020-05-21,1,0,,,64,5,,,,,,,,,52.925,5.683333,2,549,,,51277,,,,,,,,,,,,,,,,,,,,
NL_FR_1949,Q27526271,,NL,Netherlands,FR,Friesland,1949,Waadhoeke,NL,NLD,2,2020-05-21,0,0,,,99,12,,,,,,,,,53.1875,5.54,,,,,46104,,,,,,,,,,,,,,,,,,,,
NL_FR_1970,Q29509979,,NL,Netherlands,FR,Friesland,1970,Noardeast-Fryslân,NL,NLD,2,2020-05-21,0,0,,,25,4,,,,,,,,,53.334722,6.047222,,516,,,45181,,,,,,,,,,,,,,,,,,,,
NL_GE,Q775,nuts/NL22,NL,Netherlands,GE,Gelderland,,,NL,NLD,1,2020-05-21,20,2,,,5615,656,,,,,,,,,52.0833,5.9167,,5137,,,2019692,,,,,,,,,,,,,,,,,,,,
NL_GE_0197,Q275909,,NL,Netherlands,GE,Gelderland,0197,Aalten,NL,NLD,2,2020-05-21,0,0,,,55,7,,,,,,,,,51.925,6.5808,31,97,,,26909,,,,,,,,,,,,,,,,,,,,
NL_GE_0200,Q101918,,NL,Netherlands,GE,Gelderland,0200,Apeldoorn,NL,NLD,2,2020-05-21,0,0,,,386,49,,,,,,,,,52.2167,5.95,16,341,,,159041,,,,,,,,,,,,,,,,,,,,
NL_GE_0202,Q1310,,NL,Netherlands,GE,Gelderland,0202,Arnhem,NL,NLD,2,2020-05-21,3,0,,,284,26,,,,,,,,,51.983333,5.916667,13,102,,,153864,,,,,,,,,,,,,,,,,,,,
NL_GE_0203,Q164098,,NL,Netherlands,GE,Gelderland,0203,Barneveld,NL,NLD,2,2020-05-21,0,0,,,122,6,,,,,,,,,52.1333,5.5833,10,177,,,55437,,,,,,,,,,,,,,,,,,,,
NL_GE_0209,Q851244,,NL,Netherlands,GE,Gelderland,0209,Beuningen,NL,NLD,2,2020-05-21,0,0,,,69,5,,,,,,,,,51.85,5.75,9,47,,,25285,,,,,,,,,,,,,,,,,,,,
NL_GE_0213,Q843895,,NL,Netherlands,GE,Gelderland,0213,Brummen,NL,NLD,2,2020-05-21,0,0,,,35,5,,,,,,,,,52.1,6.166667,10,85,,,20941,,,,,,,,,,,,,,,,,,,,
NL_GE_0214,Q73061,,NL,Netherlands,GE,Gelderland,0214,Buren,NL,NLD,2,2020-05-21,0,0,,,47,7,,,,,,,,,51.9106,5.3333,5,143,,,26208,,,,,,,,,,,,,,,,,,,,
NL_GE_0216,Q816699,,NL,Netherlands,GE,Gelderland,0216,Culemborg,NL,NLD,2,2020-05-21,1,0,,,61,7,,,,,,,,,51.94465,5.20946,5,31,,,27520,,,,,,,,,,,,,,,,,,,,
NL_GE_0221,Q165736,,NL,Netherlands,GE,Gelderland,0221,Doesburg,NL,NLD,2,2020-05-21,0,0,,,32,6,,,,,,,,,52.016667,6.133333,13,13,,,11336,,,,,,,,,,,,,,,,,,,,
NL_GE_0222,Q145845,,NL,Netherlands,GE,Gelderland,0222,Doetinchem,NL,NLD,2,2020-05-21,0,0,,,95,15,,,,,,,,,51.966667,6.283333,14,80,,,56832,,,,,,,,,,,,,,,,,,,,
NL_GE_0225,Q932142,,NL,Netherlands,GE,Gelderland,0225,Druten,NL,NLD,2,2020-05-21,0,0,,,111,8,,,,,,,,,51.8889,5.6044,,42,,,18407,,,,,,,,,,,,,,,,,,,,
NL_GE_0226,Q613989,,NL,Netherlands,GE,Gelderland,0226,Duiven,NL,NLD,2,2020-05-21,0,0,,,46,6,,,,,,,,,51.9472,6.0211,10,35,,,25437,,,,,,,,,,,,,,,,,,,,
NL_GE_0228,Q26555,,NL,Netherlands,GE,Gelderland,0228,Ede,NL,NLD,2,2020-05-21,2,0,,,205,20,,,,,,,,,52.05,5.666667,30,319,,,112430,,,,,,,,,,,,,,,,,,,,
NL_GE_0230,Q165662,,NL,Netherlands,GE,Gelderland,0230,Elburg,NL,NLD,2,2020-05-21,0,0,,,127,8,,,,,,,,,52.4333,5.85,1,,,,22930,,,,,,,,,,,,,,,,,,,,
NL_GE_0232,Q238396,,NL,Netherlands,GE,Gelderland,0232,Epe,NL,NLD,2,2020-05-21,0,0,,,133,23,,,,,,,,,52.3333,5.9167,13,157,,,32271,,,,,,,,,,,,,,,,,,,,
NL_GE_0233,Q753920,,NL,Netherlands,GE,Gelderland,0233,Ermelo,NL,NLD,2,2020-05-21,0,0,,,124,21,,,,,,,,,52.3,5.633056,13,87,,,26506,,,,,,,,,,,,,,,,,,,,
NL_GE_0243,Q58931,,NL,Netherlands,GE,Gelderland,0243,Harderwijk,NL,NLD,2,2020-05-21,1,0,,,150,18,,,,,,,,,52.350556,5.617222,3,48,,,45973,,,,,,,,,,,,,,,,,,,,
NL_GE_0244,Q58797,,NL,Netherlands,GE,Gelderland,0244,Hattem,NL,NLD,2,2020-05-21,0,0,,,41,5,,,,,,,,,52.474444,6.069722,5,24,,,11894,,,,,,,,,,,,,,,,,,,,
NL_GE_0246,Q615491,,NL,Netherlands,GE,Gelderland,0246,Heerde,NL,NLD,2,2020-05-21,0,0,,,190,27,,,,,,,,,52.4,6.0667,7,80,,,18556,,,,,,,,,,,,,,,,,,,,
NL_GE_0252,Q932155,,NL,Netherlands,GE,Gelderland,0252,Heumen,NL,NLD,2,2020-05-21,0,0,,,71,9,,,,,,,,,51.7656,5.8433,11,42,,,16363,,,,,,,,,,,,,,,,,,,,
NL_GE_0262,Q932058,,NL,Netherlands,GE,Gelderland,0262,Lochem,NL,NLD,2,2020-05-21,0,0,,,90,14,,,,,,,,,52.15,6.4167,14,216,,,33326,,,,,,,,,,,,,,,,,,,,
NL_GE_0263,Q904544,,NL,Netherlands,GE,Gelderland,0263,Maasdriel,NL,NLD,2,2020-05-21,0,0,,,47,7,,,,,,,,,51.7667,5.3333,4,75,,,24088,,,,,,,,,,,,,,,,,,,,
NL_GE_0267,Q73226,,NL,Netherlands,GE,Gelderland,0267,Nijkerk,NL,NLD,2,2020-05-21,1,0,,,57,3,,,,,,,,,52.2167,5.4833,1,72,,,41200,,,,,,,,,,,,,,,,,,,,
NL_GE_0268,Q47887,,NL,Netherlands,GE,Gelderland,0268,Nijmegen,NL,NLD,2,2020-05-21,1,0,,,595,64,,,,,,,,,51.8475,5.8625,29,58,,,172063,,,,,,,,,,,,,,,,,,,,
NL_GE_0269,Q932042,,NL,Netherlands,GE,Gelderland,0269,Oldebroek,NL,NLD,2,2020-05-21,0,0,,,156,19,,,,,,,,,52.4667,5.9167,2,99,,,23105,,,,,,,,,,,,,,,,,,,,
NL_GE_0273,Q939948,,NL,Netherlands,GE,Gelderland,0273,Putten,NL,NLD,2,2020-05-21,0,0,,,24,0,,,,,,,,,52.266667,5.616667,17,87,,,24489,,,,,,,,,,,,,,,,,,,,
NL_GE_0274,Q691725,,NL,Netherlands,GE,Gelderland,0274,Renkum,NL,NLD,2,2020-05-21,1,2,,,68,7,,,,,,,,,51.966667,5.733333,51,47,,,31247,,,,,,,,,,,,,,,,,,,,
NL_GE_0275,Q843899,,NL,Netherlands,GE,Gelderland,0275,Rheden,NL,NLD,2,2020-05-21,0,0,,,106,14,,,,,,,,,52,6.016667,28,84,,,43616,,,,,,,,,,,,,,,,,,,,
NL_GE_0277,Q372592,,NL,Netherlands,GE,Gelderland,0277,Rozendaal,NL,NLD,2,2020-05-21,0,0,,,3,0,,,,,,,,,52,5.9667,41,28,,,1654,,,,,,,,,,,,,,,,,,,,
NL_GE_0279,Q939964,,NL,Netherlands,GE,Gelderland,0279,Scherpenzeel,NL,NLD,2,2020-05-21,0,0,,,28,2,,,,,,,,,52.0667,5.4833,5,14,,,9531,,,,,,,,,,,,,,,,,,,,
NL_GE_0281,Q73221,,NL,Netherlands,GE,Gelderland,0281,Tiel,NL,NLD,2,2020-05-21,0,0,,,107,18,,,,,,,,,51.8833,5.4333,7,36,,,42015,,,,,,,,,,,,,,,,,,,,
NL_GE_0285,Q384772,,NL,Netherlands,GE,Gelderland,0285,Voorst,NL,NLD,2,2020-05-21,0,0,,,47,11,,,,,,,,,52.2333,6.0833,6,126,,,23983,,,,,,,,,,,,,,,,,,,,
NL_GE_0289,Q1305,,NL,Netherlands,GE,Gelderland,0289,Wageningen,NL,NLD,2,2020-05-21,0,0,,,48,9,,,,,,,,,51.964444,5.663056,9,32,,,37865,,,,,,,,,,,,,,,,,,,,
NL_GE_0293,Q524808,,NL,Netherlands,GE,Gelderland,0293,Westervoort,NL,NLD,2,2020-05-21,0,0,,,35,5,,,,,,,,,51.966667,5.966667,11,8,,,15002,,,,,,,,,,,,,,,,,,,,
NL_GE_0294,Q72974,,NL,Netherlands,GE,Gelderland,0294,Winterswijk,NL,NLD,2,2020-05-21,0,0,,,41,3,,,,,,,,,51.966667,6.716667,37,139,,,28937,,,,,,,,,,,,,,,,,,,,
NL_GE_0296,Q72981,,NL,Netherlands,GE,Gelderland,0296,Wijchen,NL,NLD,2,2020-05-21,2,0,,,142,12,,,,,,,,,51.8067,5.7211,9,70,,,40804,,,,,,,,,,,,,,,,,,,,
NL_GE_0297,Q1532373,,NL,Netherlands,GE,Gelderland,0297,Zaltbommel,NL,NLD,2,2020-05-21,1,0,,,95,9,,,,,,,,,51.8167,5.25,3,89,,,27549,,,,,,,,,,,,,,,,,,,,
NL_GE_0299,Q197050,,NL,Netherlands,GE,Gelderland,0299,Zevenaar,NL,NLD,2,2020-05-21,0,0,,,101,15,,,,,,,,,51.916667,6.083333,12,58,,,32271,,,,,,,,,,,,,,,,,,,,
NL_GE_0301,Q109535,,NL,Netherlands,GE,Gelderland,0301,Zutphen,NL,NLD,2,2020-05-21,0,0,,,92,13,,,,,,,,,52.14,6.195,10,43,,,47423,,,,,,,,,,,,,,,,,,,,
NL_GE_0302,Q931997,,NL,Netherlands,GE,Gelderland,0302,Nunspeet,NL,NLD,2,2020-05-21,0,0,,,212,20,,,,,,,,,52.3333,5.7833,8,129,,,26835,,,,,,,,,,,,,,,,,,,,
NL_GE_0668,Q658081,,NL,Netherlands,GE,Gelderland,0668,West Maas en Waal,NL,NLD,2,2020-05-21,0,0,,,81,9,,,,,,,,,51.8503,5.4864,7,85,,,18708,,,,,,,,,,,,,,,,,,,,
NL_GE_1509,Q932031,,NL,Netherlands,GE,Gelderland,1509,Oude IJsselstreek,NL,NLD,2,2020-05-21,0,0,,,75,9,,,,,,,,,51.8667,6.3833,15,138,,,39653,,,,,,,,,,,,,,,,,,,,
NL_GE_1586,Q1147580,,NL,Netherlands,GE,Gelderland,1586,Oost Gelre,NL,NLD,2,2020-05-21,0,0,,,54,6,,,,,,,,,51.9833,6.5833,21,110,,,29538,,,,,,,,,,,,,,,,,,,,
NL_GE_1705,Q952939,,NL,Netherlands,GE,Gelderland,1705,Lingewaard,NL,NLD,2,2020-05-21,1,0,,,113,10,,,,,,,,,51.9,5.9,11,69,,,45952,,,,,,,,,,,,,,,,,,,,
