key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall,latitude,longitude,elevation,area,gdp,gdp_per_capita,population,life_expectancy,human_development_index,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
NL_ZE_0717,Q10083,,NL,Netherlands,ZE,Zeeland,0717,Veere,NL,NLD,2,2020-05-21,0,0,,,26,2,,,,,,,,,51.5469,3.5403,0,,,,21865,,,,,,,,,,,,,,,,,,,,
NL_ZE_0718,Q10084,,NL,Netherlands,ZE,Zeeland,0718,Vlissingen,NL,NLD,2,2020-05-21,0,0,,,50,5,,,,,,,,,51.45,3.583333,1,345,,,44391,,,,,,,,,,,,,,,,,,,,
NL_ZE_1676,Q10079,,NL,Netherlands,ZE,Zeeland,1676,Schouwen-Duiveland,NL,NLD,2,2020-05-21,2,0,,,61,4,,,,,,,,,51.6653,3.8842,0,,,,33844,,,,,,,,,,,,,,,,,,,,
NL_ZE_1695,Q10077,,NL,Netherlands,ZE,Zeeland,1695,Noord-Beveland,NL,NLD,2,2020-05-21,1,0,,,9,0,,,,,,,,,51.575556,3.761667,1,,,,7525,,,,,,,,,,,,,,,,,,,,
NL_ZE_1714,Q10080,,NL,Netherlands,ZE,Zeeland,1714,Sluis,NL,NLD,2,2020-05-21,0,0,,,17,4,,,,,,,,,51.35,3.5,2,307,,,23815,,,,,,,,,,,,,,,,,,,,
NL_ZH,Q694,nuts/NL33,NL,Netherlands,ZH,South Holland,,,NL,NLD,1,2020-05-21,87,15,,,9554,1171,,,,,,,,,52,4.666667,,3418,,,3577032,,,,,,,,,,,,,,,,,,,,
NL_ZH_0482,Q736131,,NL,Netherlands,ZH,South Holland,0482,Alblasserdam,NL,NLD,2,2020-05-21,0,0,,,42,3,,,,,,,,,51.866667,4.666667,4,10,,,19950,,,,,,,,,,,,,,,,,,,,
NL_ZH_0484,Q213246,,NL,Netherlands,ZH,South Holland,0484,Alphen aan den Rijn,NL,NLD,2,2020-05-21,1,0,,,195,24,,,,,,,,,52.133333,4.65,2,58,,,107963,,,,,,,,,,,,,,,,,,,,
NL_ZH_0489,Q204239,,NL,Netherlands,ZH,South Holland,0489,Barendrecht,NL,NLD,2,2020-05-21,1,0,,,123,12,,,,,,,,,51.85,4.533333,,,,,47844,,,,,,,,,,,,,,,,,,,,
NL_ZH_0501,Q462663,,NL,Netherlands,ZH,South Holland,0501,Brielle,NL,NLD,2,2020-05-21,0,0,,,32,0,,,,,,,,,51.904167,4.163889,2,31,,,16641,,,,,,,,,,,,,,,,,,,,
NL_ZH_0502,Q734860,,NL,Netherlands,ZH,South Holland,0502,Capelle aan den IJssel,NL,NLD,2,2020-05-21,2,0,,,278,51,,,,,,,,,51.93567,4.57819,,15,,,66514,,,,,,,,,,,,,,,,,,,,
NL_ZH_0503,Q690,,NL,Netherlands,ZH,South Holland,0503,Delft,NL,NLD,2,2020-05-21,1,0,,,138,12,,,,,,,,,52.011944,4.359444,0,24,,,100011,,,,,,,,,,,,,,,,,,,,
NL_ZH_0505,Q26421,,NL,Netherlands,ZH,South Holland,0505,Dordrecht,NL,NLD,2,2020-05-21,14,2,,,421,34,,,,,,,,,51.81,4.67,1,99,,,118730,,,,,,,,,,,,,,,,,,,,
NL_ZH_0512,Q244327,,NL,Netherlands,ZH,South Holland,0512,Gorinchem,NL,NLD,2,2020-05-21,1,0,,,148,15,,,,,,,,,51.83873,4.97713,2,22,,,35255,,,,,,,,,,,,,,,,,,,,
NL_ZH_0513,Q84125,,NL,Netherlands,ZH,South Holland,0513,Gouda,NL,NLD,2,2020-05-21,0,0,,,238,40,,,,,,,,,52.016667,4.716667,0,18,,,70942,,,,,,,,,,,,,,,,,,,,
NL_ZH_0518,Q36600,,NL,Netherlands,ZH,South Holland,0518,The Hague,NL,NLD,2,2020-05-21,14,2,,,1357,210,,,,,,,,,52.084167,4.3175,1,98,,,515880,,,,,,,,,,,,,,,,,,,,
NL_ZH_0523,Q953012,,NL,Netherlands,ZH,South Holland,0523,Hardinxveld-Giessendam,NL,NLD,2,2020-05-21,0,0,,,33,2,,,,,,,,,51.816667,4.833333,3,,,,17778,,,,,,,,,,,,,,,,,,,,
NL_ZH_0530,Q826130,,NL,Netherlands,ZH,South Holland,0530,Hellevoetsluis,NL,NLD,2,2020-05-21,0,0,,,64,2,,,,,,,,,51.833333,4.133333,2,,,,38610,,,,,,,,,,,,,,,,,,,,
NL_ZH_0531,Q538725,,NL,Netherlands,ZH,South Holland,0531,Hendrik-Ido-Ambacht,NL,NLD,2,2020-05-21,1,0,,,51,5,,,,,,,,,51.85,4.63,,,,,29413,,,,,,,,,,,,,,,,,,,,
NL_ZH_0534,Q932116,,NL,Netherlands,ZH,South Holland,0534,Hillegom,NL,NLD,2,2020-05-21,0,0,,,33,2,,,,,,,,,52.283333,4.566667,1,,,,21091,,,,,,,,,,,,,,,,,,,,
NL_ZH_0537,Q208764,,NL,Netherlands,ZH,South Holland,0537,Katwijk,NL,NLD,2,2020-05-21,0,0,,,191,13,,,,,,,,,52.2008,4.4153,5,31,,,64196,,,,,,,,,,,,,,,,,,,,
NL_ZH_0542,Q739449,,NL,Netherlands,ZH,South Holland,0542,Krimpen aan den IJssel,NL,NLD,2,2020-05-21,1,0,,,74,7,,,,,,,,,51.92,4.6,,9,,,29059,,,,,,,,,,,,,,,,,,,,
NL_ZH_0546,Q43631,,NL,Netherlands,ZH,South Holland,0546,Leiden,NL,NLD,2,2020-05-21,0,0,,,151,18,,,,,,,,,52.154444,4.494722,0,23,,,121163,,,,,,,,,,,,,,,,,,,,
NL_ZH_0547,Q1000817,,NL,Netherlands,ZH,South Holland,0547,Leiderdorp,NL,NLD,2,2020-05-21,0,0,,,32,6,,,,,,,,,52.15,4.516667,0,,,,27010,,,,,,,,,,,,,,,,,,,,
NL_ZH_0553,Q332730,,NL,Netherlands,ZH,South Holland,0553,Lisse,NL,NLD,2,2020-05-21,0,0,,,26,2,,,,,,,,,52.25,4.55,1,16,,,22400,,,,,,,,,,,,,,,,,,,,
NL_ZH_0556,Q497130,,NL,Netherlands,ZH,South Holland,0556,Maassluis,NL,NLD,2,2020-05-21,1,0,,,62,3,,,,,,,,,51.916667,4.25,4,,,,32287,,,,,,,,,,,,,,,,,,,,
NL_ZH_0569,Q948866,,NL,Netherlands,ZH,South Holland,0569,Nieuwkoop,NL,NLD,2,2020-05-21,0,0,,,47,4,,,,,,,,,52.15,4.766667,,91,,,27437,,,,,,,,,,,,,,,,,,,,
NL_ZH_0575,Q455464,,NL,Netherlands,ZH,South Holland,0575,Noordwijk,NL,NLD,2,2020-05-21,0,0,,,46,2,,,,,,,,,52.233333,4.433333,3,,,,25762,,,,,,,,,,,,,,,,,,,,
NL_ZH_0579,Q94747,,NL,Netherlands,ZH,South Holland,0579,Oegstgeest,NL,NLD,2,2020-05-21,1,0,,,41,3,,,,,,,,,52.166667,4.466667,0,,,,23223,,,,,,,,,,,,,,,,,,,,
NL_ZH_0590,Q934511,,NL,Netherlands,ZH,South Holland,0590,Papendrecht,NL,NLD,2,2020-05-21,2,0,,,69,6,,,,,,,,,51.833333,4.683333,,11,,,32268,,,,,,,,,,,,,,,,,,,,
NL_ZH_0597,Q222220,,NL,Netherlands,ZH,South Holland,0597,Ridderkerk,NL,NLD,2,2020-05-21,0,1,,,130,15,,,,,,,,,51.866667,4.6,,25,,,45100,,,,,,,,,,,,,,,,,,,,
NL_ZH_0599,Q34370,,NL,Netherlands,ZH,South Holland,0599,Rotterdam,NL,NLD,2,2020-05-21,26,8,,,2299,323,,,,,,,,,51.9225,4.47917,0,319,,,619879,,,,,,,,,,,,,,,,,,,,
NL_ZH_0603,Q506745,,NL,Netherlands,ZH,South Holland,0603,Rijswijk,NL,NLD,2,2020-05-21,2,0,,,120,22,,,,,,,,,52.033333,4.316667,0,14,,,49322,,,,,,,,,,,,,,,,,,,,
NL_ZH_0606,Q204709,,NL,Netherlands,ZH,South Holland,0606,Schiedam,NL,NLD,2,2020-05-21,4,1,,,221,23,,,,,,,,,51.916667,4.4,,20,,,77051,,,,,,,,,,,,,,,,,,,,
NL_ZH_0610,Q750760,,NL,Netherlands,ZH,South Holland,0610,Sliedrecht,NL,NLD,2,2020-05-21,0,0,,,56,5,,,,,,,,,51.816667,4.766667,4,14,,,24959,,,,,,,,,,,,,,,,,,,,
NL_ZH_0613,Q934525,,NL,Netherlands,ZH,South Holland,0613,Albrandswaard,NL,NLD,2,2020-05-21,0,0,,,95,8,,,,,,,,,51.8567,4.4039,0,24,,,25007,,,,,,,,,,,,,,,,,,,,
NL_ZH_0614,Q935657,,NL,Netherlands,ZH,South Holland,0614,Westvoorne,NL,NLD,2,2020-05-21,0,0,,,25,0,,,,,,,,,51.89,4.0664,0,97,,,14205,,,,,,,,,,,,,,,,,,,,
NL_ZH_0622,Q210007,,NL,Netherlands,ZH,South Holland,0622,Vlaardingen,NL,NLD,2,2020-05-21,3,1,,,261,28,,,,,,,,,51.916667,4.35,1,,,,71888,,,,,,,,,,,,,,,,,,,,
NL_ZH_0626,Q848324,,NL,Netherlands,ZH,South Holland,0626,Voorschoten,NL,NLD,2,2020-05-21,1,0,,,61,10,,,,,,,,,52.116667,4.433333,0,12,,,25214,,,,,,,,,,,,,,,,,,,,
NL_ZH_0627,Q826048,,NL,Netherlands,ZH,South Holland,0627,Waddinxveen,NL,NLD,2,2020-05-21,1,0,,,67,7,,,,,,,,,52.033333,4.633333,,,,,26066,,,,,,,,,,,,,,,,,,,,
NL_ZH_0629,Q505601,,NL,Netherlands,ZH,South Holland,0629,Wassenaar,NL,NLD,2,2020-05-21,0,0,,,49,12,,,,,,,,,52.15,4.383333,1,62,,,25859,,,,,,,,,,,,,,,,,,,,
NL_ZH_0637,Q26432,,NL,Netherlands,ZH,South Holland,0637,Zoetermeer,NL,NLD,2,2020-05-21,0,0,,,186,12,,,,,,,,,52.061111,4.493333,-4,37,,,124151,,,,,,,,,,,,,,,,,,,,
NL_ZH_0638,Q218259,,NL,Netherlands,ZH,South Holland,0638,Zoeterwoude,NL,NLD,2,2020-05-21,1,0,,,12,1,,,,,,,,,52.1136,4.5058,,22,,,8122,,,,,,,,,,,,,,,,,,,,
NL_ZH_0642,Q244692,,NL,Netherlands,ZH,South Holland,0642,Zwijndrecht,NL,NLD,2,2020-05-21,0,0,,,149,18,,,,,,,,,51.82399,4.61258,,23,,,44454,,,,,,,,,,,,,,,,,,,,
NL_ZH_1525,Q1368003,,NL,Netherlands,ZH,South Holland,1525,Teylingen,NL,NLD,2,2020-05-21,1,0,,,53,2,,,,,,,,,52.215,4.510278,0,33,,,36013,,,,,,,,,,,,,,,,,,,,
NL_ZH_1621,Q1144739,,NL,Netherlands,ZH,South Holland,1621,Lansingerland,NL,NLD,2,2020-05-21,2,0,,,177,24,,,,,,,,,51.9986,4.5039,-5,56,,,59037,,,,,,,,,,,,,,,,,,,,
NL_ZH_1783,Q26556,,NL,Netherlands,ZH,South Holland,1783,Westland,NL,NLD,2,2020-05-21,0,0,,,256,29,,,,,,,,,52,4.166667,1,91,,,105007,,,,,,,,,,,,,,,,,,,,
NL_ZH_1842,Q952206,,NL,Netherlands,ZH,South Holland,1842,Midden-Delfland,NL,NLD,2,2020-05-21,0,0,,,18,0,,,,,,,,,51.9622,4.2997,,49,,,18870,,,,,,,,,,,,,,,,,,,,
NL_ZH_1884,Q1348471,,NL,Netherlands,ZH,South Holland,1884,Kaag en Braassem,NL,NLD,2,2020-05-21,0,0,,,27,2,,,,,,,,,52.2025,4.6314,,,,,26104,,,,,,,,,,,,,,,,,,,,
NL_ZH_1892,Q228673,,NL,Netherlands,ZH,South Holland,1892,Zuidplas,NL,NLD,2,2020-05-21,0,0,,,126,20,,,,,,,,,52.0089,4.6167,-6,64,,,40962,,,,,,,,,,,,,,,,,,,,
NL_ZH_1901,Q889423,,NL,Netherlands,ZH,South Holland,1901,Bodegraven-Reeuwijk,NL,NLD,2,2020-05-21,0,0,,,55,1,,,,,,,,,52.061778,4.726867,0,89,,,33451,,,,,,,,,,,,,,,,,,,,
NL_ZH_1916,Q112675,,NL,Netherlands,ZH,South Holland,1916,Leidschendam-Voorburg,NL,NLD,2,2020-05-21,1,0,,,110,14,,,,,,,,,52.09,4.39,0,36,,,74227,,,,,,,,,,,,,,,,,,,,
NL_ZH_1924,Q933459,,NL,Netherlands,ZH,South Holland,1924,Goeree-Overflakkee,NL,NLD,2,2020-05-21,0,0,,,256,33,,,,,,,,,51.75,4.116667,1,422,,,48317,,,,,,,,,,,,,,,,,,,,
NL_ZH_1926,Q281768,,NL,Netherlands,ZH,South Holland,1926,Pijnacker-Nootdorp,NL,NLD,2,2020-05-21,0,0,,,116,15,,,,,,,,,52.0317,4.415,,,,,51880,,,,,,,,,,,,,,,,,,,,
NL_ZH_1930,Q14853527,,NL,Netherlands,ZH,South Holland,1930,Nissewaard,NL,NLD,2,2020-05-21,0,0,,,173,17,,,,,,,,,51.83716,4.2754,,99,,,85403,,,,,,,,,,,,,,,,,,,,
NL_ZH_1931,Q15991891,,NL,Netherlands,ZH,South Holland,1931,Krimpenerwaard,NL,NLD,2,2020-05-21,3,0,,,162,26,,,,,,,,,51.9822,4.78167,,,,,54701,,,,,,,,,,,,,,,,,,,,
NL_ZH_1963,Q56682979,,NL,Netherlands,ZH,South Holland,1963,Hoeksche Waard,NL,NLD,2,2020-05-21,3,0,,,290,20,,,,,,,,,51.766667,4.466667,,324,,,86656,,,,,,,,,,,,,,,,,,,,
NL_ZH_1978,Q42115473,,NL,Netherlands,ZH,South Holland,1978,Molenlanden,NL,NLD,2,2020-05-21,-1,0,,,112,8,,,,,,,,,51.8947,4.8597,,,,,43858,,,,,,,,,,,,,,,,,,,,
NO_03,Q585,nuts/NO011,NO,Norway,03,Oslo,,,NO,NOR,1,2020-05-21,0,,,,2572,,,,,,,,,,59.911111,10.752778,23,481,,,634463,,,,,,,,,,,,,,,,,,,,
NO_11,Q50624,nuts/NO043,NO,Norway,11,Rogaland,,,NO,NOR,1,2020-05-21,0,,,,438,,,,,,,,,,58.97,5.71,,9376,,,470175,,,,,,,,,,,,,,,,,,,,
NO_15,Q50627,nuts/NO053,NO,Norway,15,Møre og Romsdal,,,NO,NOR,1,2020-05-21,0,,,,133,,,,,,,,,,62.5,7.166667,,15099,,,265290,,,,,,,,,,,,,,,,,,,,
NO_18,Q50630,nuts/NO071,NO,Norway,18,Nordland,,,NO,NOR,1,2020-05-21,0,,,,117,,,,,,,,,,66.833333,14.666667,,38481,,,241906,,,,,,,,,,,,,,,,,,,,
NO_30,Q56407178,,NO,Norway,30,Viken,,,NO,NOR,1,2020-05-21,0,,,,2242,,,,,,,,,,60,10,,24597,,,1227305,,,,,,,,,,,,,,,,,,,,
NO_34,Q56404886,,NO,Norway,34,Innlandet,,,NO,NOR,1,2020-05-21,0,,,,480,,,,,,,,,,61.5,10.666667,,52072,,,371054,,,,,,,,,,,,,,,,,,,,
NO_38,Q56405721,,NO,Norway,38,Vestfold og Telemark,,,NO,NOR,1,2020-05-21,0,,,,282,,,,,,,,,,59.5,9,,17466,,,417711,,,,,,,,,,,,,,,,,,,,
NO_42,Q2729021,,NO,Norway,42,Agder,,,NO,NOR,1,2020-05-21,0,,,,338,,,,,,,,,,58.146694,7.995611,,16434,,,305244,,,,,,,,,,,,,,,,,,,,
NO_46,Q56407177,,NO,Norway,46,Vestland,,,NO,NOR,1,2020-05-21,0,,,,881,,,,,,,,,,60.833333,6.5,,33868,,,633117,,,,,,,,,,,,,,,,,,,,
NO_50,Q127676,,NO,Norway,50,Trøndelag,,,NO,NOR,1,2020-05-21,0,,,,532,,,,,,,,,,63.426944,10.393056,,44373,,,464060,,,,,,,,,,,,,,,,,,,,
NO_54,Q52600648,,NO,Norway,54,Troms og Finnmark,,,NO,NOR,1,2020-05-21,0,,,,252,,,,,,,,,,69.666667,22.5,,74830,,,244326,,,,,,,,,,,,,,,,,,,,
NZ,Q664,country/NZL,NZ,New Zealand,,,,,NZ,NZL,0,2020-05-21,0,0,,,1153,21,,,,,,,,,-41.2,174,,268021,5.4858548E+09,2312,4242048,77.89024,0.793,,,,,,,,,,,,,2,2,2,0,0,
PL_02,Q54150,,PL,Poland,02,Lower Silesian,,,PL,POL,1,2020-05-21,3,0,,,2279,94,,,,,,,,,51.083333,16.383333,,19948,,,2915245,,,,,,,,,,,,,,,,,,,,
PL_04,Q54153,,PL,Poland,04,Kuyavian-Pomeranian,,,PL,POL,1,2020-05-21,1,0,,,585,44,,,,,,,,,53.066667,18.483333,,17969,,,2090836,,,,,,,,,,,,,,,,,,,,
PL_06,Q54155,,PL,Poland,06,Lublin,,,PL,POL,1,2020-05-21,4,1,,,415,15,,,,,,,,,51.216667,22.9,,25114,,,2151836,,,,,,,,,,,,,,,,,,,,
PL_08,Q54157,,PL,Poland,08,Lubusz,,,PL,POL,1,2020-05-21,3,0,,,95,0,,,,,,,,,52.183333,15.333333,,13988,,,1020767,,,,,,,,,,,,,,,,,,,,
PL_10,Q54158,nuts/PL71,PL,Poland,10,Łódź,,,PL,POL,1,2020-05-21,0,0,,,1273,51,,,,,,,,,51.6,19.416667,,18219,,,2508464,,,,,,,,,,,,,,,,,,,,
PL_12,Q54159,,PL,Poland,12,Lesser Poland,,,PL,POL,1,2020-05-21,10,0,,,1160,40,,,,,,,,,49.85,20.266667,,15108,,,3360581,,,,,,,,,,,,,,,,,,,,
PL_14,Q54169,,PL,Poland,14,Masovian,,,PL,POL,1,2020-05-21,0,0,,,3082,242,,,,,,,,,52.333333,21.1,,35566,,,5492000,,,,,,,,,,,,,,,,,,,,
PL_16,Q54171,,PL,Poland,16,Opole,,,PL,POL,1,2020-05-21,0,0,,,568,43,,,,,,,,,50.633333,17.9,,9412,,,1010203,,,,,,,,,,,,,,,,,,,,
PL_18,Q54175,,PL,Poland,18,Podkarpackie,,,PL,POL,1,2020-05-21,0,0,,,374,34,,,,,,,,,49.95,22.166667,,17844,,,2129284,,,,,,,,,,,,,,,,,,,,
PL_20,Q54177,,PL,Poland,20,Podlaskie,,,PL,POL,1,2020-05-21,3,0,,,511,29,,,,,,,,,53.267219,22.931939,,20180,,,1193348,,,,,,,,,,,,,,,,,,,,
PL_24,Q54181,,PL,Poland,24,Silesian,,,PL,POL,1,2020-05-21,189,2,,,6271,184,,,,,,,,,50.333333,19,,12333,,,4617000,,,,,,,,,,,,,,,,,,,,
PL_26,Q54183,nuts/PL72,PL,Poland,26,Świętokrzyskie,,,PL,POL,1,2020-05-21,4,0,,,361,20,,,,,,,,,50.75,20.766667,,111,,,1241546,,,,,,,,,,,,,,,,,,,,
PL_28,Q54184,,PL,Poland,28,Warmian-Masurian,,,PL,POL,1,2020-05-21,-1,0,,,174,1,,,,,,,,,53.85,20.816667,,24191,,,1437812,,,,,,,,,,,,,,,,,,,,
PL_30,Q54187,,PL,Poland,30,Greater Poland,,,PL,POL,1,2020-05-21,16,0,,,1915,141,,,,,,,,,52.333333,17.233333,,29826,,,3495470,,,,,,,,,,,,,,,,,,,,
PL_32,Q54188,,PL,Poland,32,West Pomeranian,,,PL,POL,1,2020-05-21,12,0,,,515,18,,,,,,,,,53.6,15.533333,,22896,,,1698344,,,,,,,,,,,,,,,,,,,,
PT_11,Q27662,nuts/PT11,PT,Portugal,11,Norte,,,PT,PRT,1,2020-05-21,52,4,0,,16540,717,,,,,,,,,,,,21278,,,4196354,,,,,,,,,,,,,,,,,,,,
PT_15,Q26831,nuts/PT150,PT,Portugal,15,Algarve,,,PT,PRT,1,2020-05-21,1,0,0,,357,15,,,,,,,,,37.014444,-7.935278,,4995,,,438864,,,,,,,,,,,,,,,,,,,,
PT_16,Q27569,nuts/PT16,PT,Portugal,16,Centro,,,PT,PRT,1,2020-05-21,7,2,0,,3662,232,,,,,,,,,40.207778,-8.426111,,,,,,,,,,,,,,,,,,,,,,,,,
PT_17,Q2392329,nuts/PT170,PT,Portugal,17,Lisbon Metropolitan Area,,,PT,PRT,1,2020-05-21,190,8,0,,8878,297,,,,,,,,,38.716667,-9.166667,,3015,,,,,,,,,,,,,,,,,,,,,,,
PT_18,Q4716163,,PT,Portugal,18,Alentejo,,,PT,PRT,1,2020-05-21,2,0,0,,250,1,,,,,,,,,38.5667,-7.9,,31152,,,,,,,,,,,,,,,,,,,,,,,
PT_20,Q25263,nuts/PT200,PT,Portugal,20,Azores,,,PT,PRT,1,2020-05-21,0,0,0,,135,15,,,,,,,,,38.5,-28,2351,2333,,,246746,,,,,,,,,,,,,,,,,,,,
PT_30,Q26253,nuts/PT300,PT,Portugal,30,Madeira,,,PT,PRT,1,2020-05-21,0,0,0,,90,0,,,,,,,,,32.75,-17,,801,,,267785,,,,,,,,,,,,,,,,,,,,
RU,Q159,country/RUS,RU,Russia,,,,,RU,RUS,0,2020-05-21,8764,135,,,308705,2972,,,,,,,,,62,100,,17075400,5.0650017E+11,14052,1.4305638E+08,65.9822,0.729,,,,,,,,,,,,,,,,,,
SE_110,Q104231,nuts/SE110,SE,Sweden,110,Stockholm,,,SE,SWE,1,2020-05-21,126,5,,,10909,1884,,,,,,,,,59.333333,18.166667,,16541,,,2181318,,,,,,,,,,,,,,,,,,,,
SE_121,Q104926,nuts/SE121,SE,Sweden,121,Uppsala,,,SE,SWE,1,2020-05-21,72,0,,,1623,153,,,,,,,,,59.858333,17.65,,11940,,,346980,,,,,,,,,,,,,,,,,,,,
SE_122,Q106915,nuts/SE122,SE,Sweden,122,Södermanland,,,SE,SWE,1,2020-05-21,3,3,,,1547,210,,,,,,,,,58.771048,16.869507,,5619,,,279366,,,,,,,,,,,,,,,,,,,,
SE_123,Q104940,nuts/SE123,SE,Sweden,123,Östergötland,,,SE,SWE,1,2020-05-21,37,3,,,1863,165,,,,,,,,,58.410556,15.613611,,10602,,,439586,,,,,,,,,,,,,,,,,,,,
SE_124,Q104257,nuts/SE124,SE,Sweden,124,Örebro,,,SE,SWE,1,2020-05-21,34,0,,,1591,112,,,,,,,,,59.266667,15.216667,,8546,,,291617,,,,,,,,,,,,,,,,,,,,
SE_125,Q105075,nuts/SE125,SE,Sweden,125,Västmanland,,,SE,SWE,1,2020-05-21,15,0,,,1083,125,,,,,,,,,59.75,16.33333,,5146,,,269555,,,,,,,,,,,,,,,,,,,,
SE_211,Q103672,nuts/SE211,SE,Sweden,211,Jönköping,,,SE,SWE,1,2020-05-21,32,0,,,1252,121,,,,,,,,,57.75,14.2,,10495,,,342529,,,,,,,,,,,,,,,,,,,,
SE_212,Q104746,nuts/SE212,SE,Sweden,212,Kronoberg,,,SE,SWE,1,2020-05-21,11,6,,,676,50,,,,,,,,,56.79,14.44,,8466,,,187759,,,,,,,,,,,,,,,,,,,,
SE_213,Q103707,nuts/SE213,SE,Sweden,213,Kalmar,,,SE,SWE,1,2020-05-21,4,0,,,268,26,,,,,,,,,56.733333,15.9,,11218,,,234700,,,,,,,,,,,,,,,,,,,,
SE_214,Q103738,nuts/SE214,SE,Sweden,214,Gotland,,,SE,SWE,1,2020-05-21,1,2,,,68,5,,,,,,,,,57.5,18.5,30,3151,,,58218,,,,,,,,,,,,,,,,,,,,
SE_221,Q102377,nuts/SE221,SE,Sweden,221,Blekinge,,,SE,SWE,1,2020-05-21,23,0,,,132,4,,,,,,,,,56.283333,15.116667,95,3039,,,158977,,,,,,,,,,,,,,,,,,,,
SE_224,Q103659,nuts/SE224,SE,Sweden,224,Skåne,,,SE,SWE,1,2020-05-21,46,9,,,1396,139,,,,,,,,,55.995309,13.441772,,11034,,,1306951,,,,,,,,,,,,,,,,,,,,
SE_231,Q103691,nuts/SE231,SE,Sweden,231,Halland,,,SE,SWE,1,2020-05-21,45,0,,,632,48,,,,,,,,,56.75,13,76,5454,,,322343,,,,,,,,,,,,,,,,,,,,
SE_232,Q103093,nuts/SE232,SE,Sweden,232,Västra Götaland,,,SE,SWE,1,2020-05-21,86,2,,,4705,428,,,,,,,,,58.217025,11.733398,,23499,,,1681082,,,,,,,,,,,,,,,,,,,,
SE_311,Q106789,nuts/SE311,SE,Sweden,311,Värmland,,,SE,SWE,1,2020-05-21,15,0,,,371,26,,,,,,,,,59.75,13.25,,17591,,,279535,,,,,,,,,,,,,,,,,,,,
SE_312,Q103732,nuts/SE312,SE,Sweden,312,Dalarna,,,SE,SWE,1,2020-05-21,14,0,,,1095,128,,,,,,,,,60.678559,15.600586,179,28189,,,285571,,,,,,,,,,,,,,,,,,,,
SE_313,Q103699,nuts/SE313,SE,Sweden,313,Gävleborg,,,SE,SWE,1,2020-05-21,28,2,,,1055,94,,,,,,,,,60.780619,16.655273,,18199,,,285265,,,,,,,,,,,,,,,,,,,,
SE_321,Q104891,nuts/SE321,SE,Sweden,321,Västernorrland,,,SE,SWE,1,2020-05-21,24,1,,,521,67,,,,,,,,,62.739722,16.93,,21684,,,246023,,,,,,,,,,,,,,,,,,,,
SE_322,Q103679,nuts/SE322,SE,Sweden,322,Jämtland Härjedalen,,,SE,SWE,1,2020-05-21,23,7,,,593,25,,,,,,,,,63,14.66667,402,49341,,,129076,,,,,,,,,,,,,,,,,,,,
SE_331,Q104877,nuts/SE331,SE,Sweden,331,Västerbotten,,,SE,SWE,1,2020-05-21,5,0,,,442,21,,,,,,,,,64.344665,18.314209,,55186,,,266548,,,,,,,,,,,,,,,,,,,,
SE_332,Q103686,nuts/SE332,SE,Sweden,332,Norrbotten,,,SE,SWE,1,2020-05-21,5,0,,,350,40,,,,,,,,,67,20,412,98245,,,250525,,,,,,,,,,,,,,,,,,,,
XK,Q1246,country/XKS,XK,Kosovo,,,,,XK,RKS,0,2020-05-21,0,0,,,989,29,,,,,,,,,42.55,20.833333,,10909,1.8491961E+09,1087,1883018,,,,,,,,,,,,,,,,,,,,
